"unidade";"natureza da despesa";"valor"
"DE FORA ADENTRO: MAPA GIGANTE NATAL";"OBRIGAÇÕES PATRONAIS";"R$           300,00"
"DE FORA ADENTRO: MAPA GIGANTE NATAL";"SERV. PESSOA FÍSICA";"R$         1.500,00"
"DEPARTAMENTO DE CONTABILIDADE E FINANÇAS";"CUSTEIO";"R$        67.570,98"
"DEPARTAMENTO DE CONTABILIDADE E FINANÇAS";"PASSAGENS";"R$         2.881,12"
"DEPARTAMENTO DE CONTABILIDADE E FINANÇAS";"SERV. PESSOA JURÍDICA";"R$         8.170,77"
"DESENVOLVENDO A GESTÃO DE RPPS: UM PROGRAMA PARA AUXÍLIO DOS GESTORES DE PREVIDÊNCIA DE SERVIDORES PÚBLICOS (PROEXT 2015)";"DIÁRIAS";"R$         3.878,40"
"DESENVOLVENDO A GESTÃO DE RPPS: UM PROGRAMA PARA AUXÍLIO DOS GESTORES DE PREVIDÊNCIA DE SERVIDORES PÚBLICOS (PROEXT 2015)";"EQUIP. MATERIAL PERMANENTE";"R$        33.450,00"
"DESENVOLVENDO A GESTÃO DE RPPS: UM PROGRAMA PARA AUXÍLIO DOS GESTORES DE PREVIDÊNCIA DE SERVIDORES PÚBLICOS (PROEXT 2015)";"MAT. CONSUMO";"R$         2.350,00"
"DESENVOLVENDO A GESTÃO DE RPPS: UM PROGRAMA PARA AUXÍLIO DOS GESTORES DE PREVIDÊNCIA DE SERVIDORES PÚBLICOS (PROEXT 2015)";"PASSAGENS";"R$         4.000,00"
"DESENVOLVENDO HABILIDADES NO ENSINO E PRÁTICA NO CUIDADO A PACIENTES COM INSUFICIÊNCIA CARDÍACA";"CUSTEIO";"R$         2.410,00"
"DESENVOLVENDO HABILIDADES NO ENSINO E PRÁTICA NO CUIDADO A PACIENTES COM INSUFICIÊNCIA CARDÍACA";"EQUIP. MATERIAL PERMANENTE";"R$         1.380,00"
"DESENVOLVENDO HABILIDADES NO ENSINO E PRÁTICA NO CUIDADO A PACIENTES COM INSUFICIÊNCIA CARDÍACA - ANO II (ETAPA 2013)";"CUSTEIO";"R$         2.000,00"
"DESENVOLVENDO HABILIDADES NO ENSINO E PRÁTICA NO CUIDADO A PACIENTES COM INSUFICIÊNCIA CARDÍACA - ANO II (ETAPA 2013)";"PASSAGENS";"R$             0,00"
"DESENVOLVENDO HABILIDADES NO ENSINO E PRÁTICA NO CUIDADO A PACIENTES COM INSUFICIÊNCIA CARDÍACA - ANO II (ETAPA 2013)";"SERV. PESSOA JURÍDICA";"R$             0,00"
"DESENVOLVIMENTO DE AÇÕES DE ENSINO, PESQUISA E EXTENSÃO PARA SISTEMAS DE PRODUÇÃO DE LEITE E DE QUEIJO DE MANTEIGA PROVENIENTES DA AGRICULTURA FAMILIAR DO SEMIÁRIDO POR ALUNOS DO GRUPO DE ESTUDOS EM P";"CUSTEIO";"R$         8.180,36"
"DESENVOLVIMENTO DE AÇÕES DE ENSINO, PESQUISA E EXTENSÃO PARA SISTEMAS DE PRODUÇÃO DE LEITE E DE QUEIJO DE MANTEIGA PROVENIENTES DA AGRICULTURA FAMILIAR DO SEMIÁRIDO POR ALUNOS DO GRUPO DE ESTUDOS EM P";"DIÁRIAS";"R$         4.128,81"
"DESENVOLVIMENTO DE AÇÕES DE ENSINO, PESQUISA E EXTENSÃO PARA SISTEMAS DE PRODUÇÃO DE LEITE E DE QUEIJO DE MANTEIGA PROVENIENTES DA AGRICULTURA FAMILIAR DO SEMIÁRIDO POR ALUNOS DO GRUPO DE ESTUDOS EM P";"SERV. PESSOA FÍSICA";"R$             0,00"
"DESENVOLVIMENTO DE HABILIDADES E COMPETÊNCIAS PARA A ASSISTÊNCIA DE ENFERMAGEM MO CONTEXTO DA ATENÇÃO INTEGRAL À SAÚDE DO ADULTO (2015)";"CUSTEIO";"R$        22.000,00"
"DESENVOLVIMENTO DE JOGO DIGITAL SOBRE O CAMPUS DA UFRN PARA MASSIFICAÇÃO DAS ÁREAS DE CONHECIMENTO";"CUSTEIO";"R$         3.000,00"
"DESENVOLVIMENTO DE JOGO DIGITAL SOBRE O CAMPUS DA UFRN PARA MASSIFICAÇÃO DAS ÁREAS DE CONHECIMENTO";"SERV. PESSOA JURÍDICA";"R$           300,00"
"DESENVOLVIMENTO DE UM MODELO PARA EMPODERAMENTO DE POPULAÇÕES SUSCEPTÍVEIS A DOENÇAS NEGLIGENCIADAS: HANSENÍASE, LEISHMANIOSE, ESQUISTOSSOMOSE, TUBERCULOSE E PARASITOSES INTESTINAIS";"AUX. FINANCEIRO ESTUDANTE";"R$           640,00"
"DESENVOLVIMENTO DE UM MODELO PARA EMPODERAMENTO DE POPULAÇÕES SUSCEPTÍVEIS A DOENÇAS NEGLIGENCIADAS: HANSENÍASE, LEISHMANIOSE, ESQUISTOSSOMOSE, TUBERCULOSE E PARASITOSES INTESTINAIS";"CAPITAL";"R$        35.000,00"
"DESENVOLVIMENTO DE UM MODELO PARA EMPODERAMENTO DE POPULAÇÕES SUSCEPTÍVEIS A DOENÇAS NEGLIGENCIADAS: HANSENÍASE, LEISHMANIOSE, ESQUISTOSSOMOSE, TUBERCULOSE E PARASITOSES INTESTINAIS";"CUSTEIO";"R$       103.776,00"
"DESENVOLVIMENTO DE UM MODELO PARA EMPODERAMENTO DE POPULAÇÕES SUSCEPTÍVEIS A DOENÇAS NEGLIGENCIADAS: HANSENÍASE, LEISHMANIOSE, ESQUISTOSSOMOSE, TUBERCULOSE E PARASITOSES INTESTINAIS";"DIÁRIAS";"R$         1.014,90"
"DESENVOLVIMENTO DE UM MODELO PARA EMPODERAMENTO DE POPULAÇÕES SUSCEPTÍVEIS A DOENÇAS NEGLIGENCIADAS: HANSENÍASE, LEISHMANIOSE, ESQUISTOSSOMOSE, TUBERCULOSE E PARASITOSES INTESTINAIS";"EQUIP. MATERIAL PERMANENTE";"R$        15.500,00"
"DESENVOLVIMENTO DE UM MODELO PARA EMPODERAMENTO DE POPULAÇÕES SUSCEPTÍVEIS A DOENÇAS NEGLIGENCIADAS: HANSENÍASE, LEISHMANIOSE, ESQUISTOSSOMOSE, TUBERCULOSE E PARASITOSES INTESTINAIS";"MAT. CONSUMO";"R$        69.362,81"
"DESENVOLVIMENTO DE UM MODELO PARA EMPODERAMENTO DE POPULAÇÕES SUSCEPTÍVEIS A DOENÇAS NEGLIGENCIADAS: HANSENÍASE, LEISHMANIOSE, ESQUISTOSSOMOSE, TUBERCULOSE E PARASITOSES INTESTINAIS";"PASSAGENS";"R$         1.100,00"
"DESENVOLVIMENTO DE UM MODELO PARA EMPODERAMENTO DE POPULAÇÕES SUSCEPTÍVEIS A DOENÇAS NEGLIGENCIADAS: HANSENÍASE, LEISHMANIOSE, ESQUISTOSSOMOSE, TUBERCULOSE E PARASITOSES INTESTINAIS";"SERV. PESSOA FÍSICA";"R$             0,00"
"DESENVOLVIMENTO DE UM MODELO PARA EMPODERAMENTO DE POPULAÇÕES SUSCEPTÍVEIS A DOENÇAS NEGLIGENCIADAS: HANSENÍASE, LEISHMANIOSE, ESQUISTOSSOMOSE, TUBERCULOSE E PARASITOSES INTESTINAIS";"SERV. PESSOA JURÍDICA";"R$        13.084,11"
"DESENVOLVIMENTO DE UM SISTEMA AGROFLORESTAL NA VILA ASSIS CHATEAUBRIAND EM TOUROS-RN";"CUSTEIO";"R$         2.000,00"
"DESENVOLVIMENTO DE UM SISTEMA AGROFLORESTAL NA VILA ASSIS CHATEAUBRIAND EM TOUROS-RN";"MAT. CONSUMO";"R$           948,73"
"DESENVOLVIMENTO E APLICAÇÃO DE KIT DIDÁTICO PARA ENSINO, PESQUISA E EXTENSÃO EM NEUROCIÊNCIA";"CUSTEIO";"R$         6.000,00"
"DESENVOLVIMENTO E APLICAÇÃO DE KIT DIDÁTICO PARA ENSINO, PESQUISA E EXTENSÃO EM NEUROCIÊNCIA";"MAT. CONSUMO";"R$         5.999,95"
"DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA DE MEDICAMENTOS - NUPLAM";"CUSTEIO";"R$     3.267.561,00"
"DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA DE MEDICAMENTOS - NUPLAM";"DIV.EXERCÍCIOS ANTERIORES";"R$        19.636,53"
"DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA DE MEDICAMENTOS - NUPLAM";"SERV. PESSOA JURÍDICA";"R$     3.322.439,81"
"DESENVOLVIMENTO INSTITUCIONAL COM ÊNFASE NA MELHORIA E IMPLEMENTAÇÃO DOS AMBIENTES LABORATORIAIS - SIN";"CUSTEIO";"R$     4.745.978,00"
"DESENVOLVIMENTO INSTITUCIONAL COM ÊNFASE NA MELHORIA E IMPLEMENTAÇÃO DOS AMBIENTES LABORATORIAIS - SIN";"DIV.EXERCÍCIOS ANTERIORES";"R$        49.520,63"
"DESENVOLVIMENTO INSTITUCIONAL COM ÊNFASE NA MELHORIA E IMPLEMENTAÇÃO DOS AMBIENTES LABORATORIAIS - SIN";"SERV. PESSOA JURÍDICA";"R$     7.511.929,86"
"DESENVOLVIMENTO, PESQUISA E INOVAÇÃO EM SISTEMAS INTEGRADOS DE GESTÃO - SINFO";"CUSTEIO";"R$     2.446.500,00"
"DESENVOLVIMENTO, PESQUISA E INOVAÇÃO EM SISTEMAS INTEGRADOS DE GESTÃO - SINFO";"DIV.EXERCÍCIOS ANTERIORES";"R$        56.692,35"
"DESENVOLVIMENTO, PESQUISA E INOVAÇÃO EM SISTEMAS INTEGRADOS DE GESTÃO - SINFO";"SERV. PESSOA JURÍDICA";"R$     3.221.500,00"
"DESENVOLVIMENTO SUSTENTÁVEL DE SISTEMAS DE PRODUÇÃO DE LEITE E DE QUEIJO DE MANTEIGA ARTESANAL DA AGRICULTURA FAMILIAR DO SEMIÁRIDO";"CAPITAL";"R$        47.625,42"
"DESENVOLVIMENTO SUSTENTÁVEL DE SISTEMAS DE PRODUÇÃO DE LEITE E DE QUEIJO DE MANTEIGA ARTESANAL DA AGRICULTURA FAMILIAR DO SEMIÁRIDO";"CUSTEIO";"R$        50.493,06"
"DESENVOLVIMENTO SUSTENTÁVEL DE SISTEMAS DE PRODUÇÃO DE LEITE E DE QUEIJO DE MANTEIGA ARTESANAL DA AGRICULTURA FAMILIAR DO SEMIÁRIDO";"DIÁRIAS";"R$             0,00"
"DESENVOLVIMENTO SUSTENTÁVEL DE SISTEMAS DE PRODUÇÃO DE LEITE E DE QUEIJO DE MANTEIGA ARTESANAL DA AGRICULTURA FAMILIAR DO SEMIÁRIDO";"MAT. CONSUMO";"R$         2.534,24"
"DESENVOLVIMENTO SUSTENTÁVEL DE SISTEMAS DE PRODUÇÃO DE LEITE E DE QUEIJO DE MANTEIGA ARTESANAL DA AGRICULTURA FAMILIAR DO SEMIÁRIDO";"SERV. PESSOA FÍSICA";"R$             0,00"
"DESENVOLVIMENTO SUSTENTÁVEL DE SISTEMAS DE PRODUÇÃO DE LEITE E DE QUEIJOS DE MANTEIGA E COALHO DA AGROPECUÁRIA FAMILIAR DO SEMIÁRIDO POTIGUAR (REGIÃO DO SERIDÓ)";"CAPITAL";"R$        47.625,42"
"DESENVOLVIMENTO SUSTENTÁVEL DE SISTEMAS DE PRODUÇÃO DE LEITE E DE QUEIJOS DE MANTEIGA E COALHO DA AGROPECUÁRIA FAMILIAR DO SEMIÁRIDO POTIGUAR (REGIÃO DO SERIDÓ)";"CUSTEIO";"R$        58.255,54"
"DESENVOLVIMENTO SUSTENTÁVEL DE SISTEMAS DE PRODUÇÃO DE LEITE E DE QUEIJOS DE MANTEIGA E COALHO DA AGROPECUÁRIA FAMILIAR DO SEMIÁRIDO POTIGUAR (REGIÃO DO SERIDÓ)";"DIÁRIAS";"R$         6.439,54"
"DESENVOLVIMENTO SUSTENTÁVEL DE SISTEMAS DE PRODUÇÃO DE LEITE E DE QUEIJOS DE MANTEIGA E COALHO DA AGROPECUÁRIA FAMILIAR DO SEMIÁRIDO POTIGUAR (REGIÃO DO SERIDÓ)";"EQUIP. MATERIAL PERMANENTE";"R$        42.821,95"
"DESENVOLVIMENTO SUSTENTÁVEL DE SISTEMAS DE PRODUÇÃO DE LEITE E DE QUEIJOS DE MANTEIGA E COALHO DA AGROPECUÁRIA FAMILIAR DO SEMIÁRIDO POTIGUAR (REGIÃO DO SERIDÓ)";"MAT. CONSUMO";"R$        17.310,24"
"DESENVOLVIMENTO SUSTENTÁVEL DE SISTEMAS DE PRODUÇÃO DE LEITE E DE QUEIJOS DE MANTEIGA E COALHO DA AGROPECUÁRIA FAMILIAR DO SEMIÁRIDO POTIGUAR (REGIÃO DO SERIDÓ)";"SERV. PESSOA FÍSICA";"R$         2.868,70"
"DESENVOLVIMENTO SUSTENTÁVEL DE UNIDADES AGROFAMILIARES DE PRODUÇÃO DE LEITE DO SEMIÁRIDO (REGIÃO DO SERIDÓ DO ESTADO DO RIO GRANDE DO NORTE), ATRAVÉS DO FORTALECIMENTO DE CONCEITOS AGROECOLÓGICOS...";"CUSTEIO";"R$         4.835,43"
"DESENVOLVIMENTO SUSTENTÁVEL DE UNIDADES AGROFAMILIARES DE PRODUÇÃO DE LEITE DO SEMIÁRIDO (REGIÃO DO SERIDÓ DO ESTADO DO RIO GRANDE DO NORTE), ATRAVÉS DO FORTALECIMENTO DE CONCEITOS AGROECOLÓGICOS...";"DIÁRIAS";"R$             0,00"
"DESENVOLVIMENTO SUSTENTÁVEL DE UNIDADES AGROFAMILIARES DE PRODUÇÃO DE LEITE DO SEMIÁRIDO (REGIÃO DO SERIDÓ DO ESTADO DO RIO GRANDE DO NORTE), ATRAVÉS DO FORTALECIMENTO DE CONCEITOS AGROECOLÓGICOS...";"MAT. CONSUMO";"R$         1.863,11"
"DESPESAS DIVERSAS";"CUSTEIO";"R$     5.618.724,00"
"DEVOLUÇÃO DE SALDOS DE CONVENIOS-DSC";"AUX. FINANCEIRO ESTUDANTE";"R$     9.750.287,00"
"DEVOLUÇÃO DE SALDOS DE CONVENIOS-DSC";"AUXILIO A PESSOA FISICA";"R$    16.287.140,00"
"DEVOLUÇÃO DE SALDOS DE CONVENIOS-DSC";"CAPITAL";"R$       115.710,94"
"DEVOLUÇÃO DE SALDOS DE CONVENIOS-DSC";"CUSTEIO";"R$       391.467,33"
"DEVOLUÇÃO DE SALDOS DE CONVENIOS-DSC";"DIÁRIAS";"R$     1.230.089,31"
"DEVOLUÇÃO DE SALDOS DE CONVENIOS-DSC";"EQUIP. MATERIAL PERMANENTE";"R$     3.957.601,79"
"DEVOLUÇÃO DE SALDOS DE CONVENIOS-DSC";"INDENIZAÇÕES E RESTITUIÇÕE";"R$         3.236,14"
"DEVOLUÇÃO DE SALDOS DE CONVENIOS-DSC";"MAT. CONSUMO";"R$    15.618.025,75"
"DEVOLUÇÃO DE SALDOS DE CONVENIOS-DSC";"MATERIAL DE CONSUMO";"R$            68,16"
"DEVOLUÇÃO DE SALDOS DE CONVENIOS-DSC";"OBRAS E INSTALAÇÕES";"R$     3.948.167,64"
"DEVOLUÇÃO DE SALDOS DE CONVENIOS-DSC";"OBRIGAÇÕES CONTRIBUTIVAS";"R$        49.727,34"
"DEVOLUÇÃO DE SALDOS DE CONVENIOS-DSC";"OBRIGAÇÕES PATRONAIS";"R$     1.564.504,01"
"DEVOLUÇÃO DE SALDOS DE CONVENIOS-DSC";"PASSAGENS";"R$       938.337,37"
"DEVOLUÇÃO DE SALDOS DE CONVENIOS-DSC";"PREMIAÇÕES CULT., E OUTRAS";"R$            11,01"
"DEVOLUÇÃO DE SALDOS DE CONVENIOS-DSC";"SERV. PESSOA FÍSICA";"R$     7.780.610,11"
"DEVOLUÇÃO DE SALDOS DE CONVENIOS-DSC";"SERV. PESSOA JURÍDICA";"R$     8.263.587,96"
"DIAADIA - FOMENTANDO ESTRATÉGIAS PARA QUEM VIVE COM DIABETES";"CUSTEIO";"R$         4.420,00"
"DIAADIA - FOMENTANDO ESTRATÉGIAS PARA QUEM VIVE COM DIABETES";"MAT. CONSUMO";"R$         1.627,26"
"DIAGNÓSTICO SOCIAL TÉCNICO E AMBIENTAL DOS MORADORES E DAS ÁREAS PRODUTIVAS DO ASSENTAMENTO ELDORADO DOS CARAJÁS";"CUSTEIO";"R$         4.416,00"
"DIAGNÓSTICO SOCIAL TÉCNICO E AMBIENTAL DOS MORADORES E DAS ÁREAS PRODUTIVAS DO ASSENTAMENTO ELDORADO DOS CARAJÁS";"DIÁRIAS";"R$             0,00"
"DIÁLOGO ABERTO, SAÚDE E CIDADANIA NA PROMOÇÃO DA SAÚDE NO ESPAÇO ESCOLAR";"CUSTEIO";"R$         5.000,00"
"DIÁLOGO ABERTO, SAÚDE E CIDADANIA NA PROMOÇÃO DA SAÚDE NO ESPAÇO ESCOLAR";"EQUIP. MATERIAL PERMANENTE";"R$         2.495,00"
"DIÁLOGO ABERTO, SAÚDE E CIDADANIA NA PROMOÇÃO DA SAÚDE NO ESPAÇO ESCOLAR";"MAT. CONSUMO";"R$           172,93"
"DIÁLOGO ABERTO, SAÚDE E CIDADANIA NA PROMOÇÃO DA SAÚDE NO ESPAÇO ESCOLAR";"SERV. PESSOA FÍSICA";"R$           714,50"
"DIÁLOGO ABERTO, SAÚDE E CIDADANIA NA PROMOÇÃO DA SAÚDE NO ESPAÇO ESCOLAR";"SERV. PESSOA JURÍDICA";"R$         1.617,30"
"DIÁLOGO ABERTO, SAÚDE E CIDADANIA NA PROMOÇÃO DA SAÚDE NO ESPAÇO ESCOLAR EDIÇÃO 2014";"CUSTEIO";"R$         4.494,78"
"DIÁLOGOS ÍNTIMOS: RODAS DE CONVERSAS SOBRE AFETOS, SEXO E PREVENÇÃO DA INFECÇÃO PELO HIV ENTRE JOVENS GAYS";"CUSTEIO";"R$         2.707,10"
"DIÁLOGOS ÍNTIMOS: RODAS DE CONVERSAS SOBRE AFETOS, SEXO E PREVENÇÃO DA INFECÇÃO PELO HIV ENTRE JOVENS GAYS";"PASSAGENS";"R$         2.232,14"
"DIÁLOGOS ÍNTIMOS: RODAS DE CONVERSAS SOBRE AFETOS, SEXO E PREVENÇÃO DA INFECÇÃO PELO HIV ENTRE JOVENS GAYS";"SERV. PESSOA JURÍDICA";"R$             0,00"
"DIFUSÃO DE COMPETÊNCIAS EMPREENDEDORAS EM TECNOLOGIA DA INFORMAÇÃO PARA O FORTALECIMENTO DOS EMPREENDEDORES E EMPRESAS DO RIO GRANDE DO NORTE";"CUSTEIO";"R$         6.266,00"
"DIFUSÃO DE COMPETÊNCIAS EMPREENDEDORAS EM TECNOLOGIA DA INFORMAÇÃO PARA O FORTALECIMENTO DOS EMPREENDEDORES E EMPRESAS DO RIO GRANDE DO NORTE";"PASSAGENS";"R$             0,00"
"DIFUSÃO DE COMPETÊNCIAS EMPREENDEDORAS EM TECNOLOGIA DA INFORMAÇÃO PARA O FORTALECIMENTO DOS EMPREENDEDORES E EMPRESAS DO RIO GRANDE DO NORTE";"SERV. PESSOA FÍSICA";"R$           300,90"
"DIFUSÃO DE COMPETÊNCIAS EMPREENDEDORAS EM TECNOLOGIA DA INFORMAÇÃO PARA O FORTALECIMENTO DOS EMPREENDEDORES E EMPRESAS DO RIO GRANDE DO NORTE";"SERV. PESSOA JURÍDICA";"R$         2.003,10"
"DINTER / UFSC";"AUX. FINANCEIRO ESTUDANTE";"R$       274.500,00"
"DINTER / UFSC";"AUXÍLIO FINANCEIRO A PESQUISADORES";"R$         3.300,00"
"DINTER / UFSC";"CUSTEIO";"R$     1.274.530,04"
"DINTER / UFSC";"DIÁRIAS";"R$         2.561,82"
"DINTER / UFSC";"INDENIZAÇÕES E RESTITUIÇÕE";"R$           285,47"
"DINTER / UFSC";"OBRIGAÇÕES PATRONAIS";"R$        27.770,00"
"DINTER / UFSC";"PASSAGENS";"R$        42.273,28"
"DINTER / UFSC";"SERV. PESSOA FÍSICA";"R$       180.221,34"
"DINTER / UFSC";"SERV. PESSOA JURÍDICA";"R$        10.438,94"
"DIREITOS E PROMOÇÃO DA SAÚDE DA CRIANÇA EM SITUAÇÃO DE VULNERABILIDADE SOCIAL.";"CAPITAL";"R$        47.670,00"
"DIREITOS E PROMOÇÃO DA SAÚDE DA CRIANÇA EM SITUAÇÃO DE VULNERABILIDADE SOCIAL.";"CUSTEIO";"R$        74.494,30"
"DIREITOS E PROMOÇÃO DA SAÚDE DA CRIANÇA EM SITUAÇÃO DE VULNERABILIDADE SOCIAL.";"DIÁRIAS";"R$        11.194,50"
"DIREITOS E PROMOÇÃO DA SAÚDE DA CRIANÇA EM SITUAÇÃO DE VULNERABILIDADE SOCIAL.";"EQUIP. MATERIAL PERMANENTE";"R$        54.008,11"
"DIREITOS E PROMOÇÃO DA SAÚDE DA CRIANÇA EM SITUAÇÃO DE VULNERABILIDADE SOCIAL.";"MAT. CONSUMO";"R$        78.926,69"
"DIREITOS E PROMOÇÃO DA SAÚDE DA CRIANÇA EM SITUAÇÃO DE VULNERABILIDADE SOCIAL.";"PASSAGENS";"R$        21.895,02"
"DIREITOS E PROMOÇÃO DA SAÚDE DA CRIANÇA EM SITUAÇÃO DE VULNERABILIDADE SOCIAL.";"SERV. PESSOA JURÍDICA";"R$        55.745,55"
"DIRETORIA ADMINISTRATIVA DA FACISA";"EQUIP. MATERIAL PERMANENTE";"R$         9.959,84"
"DIRETORIA ADMINISTRATIVA DA FACISA";"MAT. CONSUMO";"R$           236,00"
"DIRETORIA CLÍNICA/TÉCNICA - MEJC";"MAT. CONSUMO";"R$           567,72"
"DIRETORIA DE MANUTENÇÃO";"CUSTEIO";"R$       202.967,36"
"DIRETORIA DE MANUTENÇÃO";"DIÁRIAS";"R$             0,00"
"DIRETORIA DE MANUTENÇÃO";"EQUIP. MATERIAL PERMANENTE";"R$       328.000,00"
"DIRETORIA DE MANUTENÇÃO";"MAT. CONSUMO";"R$       629.399,42"
"DIRETORIA DE MANUTENÇÃO";"SERV. PESSOA JURÍDICA";"R$        28.168,92"
"DIRETORIA DE SEGURANÇA PATRIMONIAL";"DIÁRIAS";"R$         2.583,24"
"DIRETORIA DE SEGURANÇA PATRIMONIAL";"EQUIP. MATERIAL PERMANENTE";"R$        15.997,98"
"DIRETORIA DE SEGURANÇA PATRIMONIAL";"MAT. CONSUMO";"R$       261.374,68"
"DIRETORIA DE SEGURANÇA PATRIMONIAL";"SERVIÇOS / UG-GESTÃO";"R$           333,78"
"DIRETORIA DE SISTEMAS";"EQUIP. MATERIAL PERMANENTE";"R$       127.825,39"
"DIRETORIA DE SISTEMAS";"SERV. PESSOA JURÍDICA";"R$        16.000,00"
"DIRETORIA DO RESTAURANTE UNIVERSITÁRIO";"AUX. FINANCEIRO ESTUDANTE";"R$       567.129,00"
"DIRETORIA DO RESTAURANTE UNIVERSITÁRIO";"CUSTEIO";"R$    50.204.158,12"
"DIRETORIA DO RESTAURANTE UNIVERSITÁRIO";"DIÁRIAS";"R$        16.238,94"
"DIRETORIA DO RESTAURANTE UNIVERSITÁRIO";"DIV.EXERCÍCIOS ANTERIORES";"R$        10.167,19"
"DIRETORIA DO RESTAURANTE UNIVERSITÁRIO";"EQUIP. MATERIAL PERMANENTE";"R$       839.805,22"
"DIRETORIA DO RESTAURANTE UNIVERSITÁRIO";"INDENIZAÇÕES E RESTITUIÇÕE";"R$        13.633,85"
"DIRETORIA DO RESTAURANTE UNIVERSITÁRIO";"LOC. MÃO-DE-OBRA";"R$     8.132.393,23"
"DIRETORIA DO RESTAURANTE UNIVERSITÁRIO";"MAT. CONSUMO";"R$    36.991.248,79"
"DIRETORIA DO RESTAURANTE UNIVERSITÁRIO";"MATERIAL DE CONSUMO";"R$        83.613,26"
"DIRETORIA DO RESTAURANTE UNIVERSITÁRIO";"OBRIGAÇÕES CONTRIBUTIVAS";"R$         1.000,00"
"DIRETORIA DO RESTAURANTE UNIVERSITÁRIO";"OBRIGAÇÕES PATRONAIS";"R$         6.986,00"
"DIRETORIA DO RESTAURANTE UNIVERSITÁRIO";"PAGAMENTO DE CAPITAL";"R$       235.172,45"
"DIRETORIA DO RESTAURANTE UNIVERSITÁRIO";"PASSAGENS";"R$         5.358,22"
"DIRETORIA DO RESTAURANTE UNIVERSITÁRIO";"PERMANENTE /EXERCICIO ANTERIOR";"R$           395,00"
"DIRETORIA DO RESTAURANTE UNIVERSITÁRIO";"SERV. PESSOA FÍSICA";"R$        40.420,00"
"DIRETORIA DO RESTAURANTE UNIVERSITÁRIO";"SERV. PESSOA JURÍDICA";"R$     4.877.939,76"
"DIRETÓRIO CENTRAL DOS ESTUDANTES";"AUX. FINANCEIRO ESTUDANTE";"R$        56.318,62"
"DIRETÓRIO CENTRAL DOS ESTUDANTES";"CUSTEIO";"R$         1.093,65"
"DIRETÓRIO CENTRAL DOS ESTUDANTES";"MAT. CONSUMO";"R$           186,61"
"DIRETÓRIO CENTRAL DOS ESTUDANTES";"SERV. PESSOA JURÍDICA";"R$        14.738,80"
"DIVISÃO DE APOIO A PESQUISA";"INDENIZAÇÕES E RESTITUIÇÕE";"R$         1.410,78"
"DIVISÃO DE ATIVIDADES ESPORTIVAS";"MAT. CONSUMO";"R$           473,26"
"DIVISÃO DE ATIVIDADES ESPORTIVAS";"SERV. PESSOA JURÍDICA";"R$         2.066,18"
"DIVULGAÇÃO/SOCIALIZAÇÃO DO CONHECIMENTO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO (EV355-2014)";"CUSTEIO";"R$         6.500,00"
"DIVULGAÇÃO/SOCIALIZAÇÃO DO CONHECIMENTO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO (EV355-2014)";"PASSAGENS";"R$         1.232,86"
"DIVULGAÇÃO/SOCIALIZAÇÃO DO CONHECIMENTO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO (EV355-2014)";"SERV. PESSOA FÍSICA";"R$             0,00"
"DIVULGAÇÃO/SOCIALIZAÇÃO DO CONHECIMENTO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO (EV355-2014)";"SERV. PESSOA JURÍDICA";"R$         4.947,90"
"DMP - ALMOXARIFADO CENTRAL";"MAT. CONSUMO";"R$        20.708,00"
"DMP - SEÇÃO DE CADASTRO DE MATERIAL";"PASSAGENS";"R$         8.950,00"
"DMP - SEÇÃO DE IMPORTAÇÃO";"OBRIGAÇÕES CONTRIBUTIVAS";"R$           914,90"
"DMP - SEÇÃO DE IMPORTAÇÃO";"SERV. PESSOA JURÍDICA";"R$        37.970,30"
"DMP - SEÇÃO DE IMPORTAÇÃO";"TRANF.PJ";"R$         3.699,00"
"DMP - SECRETARIA ADMINISTRATIVA";"EQUIP. MATERIAL PERMANENTE";"R$     3.724.623,18"
"DMP - SECRETARIA ADMINISTRATIVA";"MAT. CONSUMO";"R$        97.945,00"
"DMP - SECRETARIA ADMINISTRATIVA";"SERV. PESSOA JURÍDICA";"R$       333.775,00"
"DMP - SETOR DE PATRIMÔNIO";"EQUIP. MATERIAL PERMANENTE";"R$        25.208,77"
"DNOCS-PGE 01/07";"OBRAS E INSTALAÇÕES";"R$             9,25"
"DOCUMENTAÇÃO DAS COLEÇÕES MUSEOLÓGICAS DO MUSEU CÂMARA CASCUDO (MCC/UFRN)";"CUSTEIO";"R$         1.000,00"
"DPRF/UFRN - SINFOR";"EQUIP. MATERIAL PERMANENTE";"R$       858.600,00"
"DPRF/UFRN - SINFOR";"SERV. PESSOA FÍSICA";"R$        14.000,00"
"DPRF/UFRN - SINFOR";"SERV. PESSOA JURÍDICA";"R$     7.013.872,02"
"DUO PRESGRAVE-CESETTI: PESQUISA, DIVULGAÇÃO E GRAVAÇÃO DAS OBRAS PARA VIOLONCELO E PIANO DO COMPOSITOR POTIGUAR MÁRIO TAVARES (2015)";"CUSTEIO";"R$         3.960,00"
